patient,edf_file,edf_path,sampling_rate,n_channels,n_samples,is_good,nan_ratio,flat_ratio,flat_channels,clipped_ratio,mean_amplitude,max_amplitude
chb01,chb01_19.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb01\chb01_19.edf,256,17,921600,True,0.0,0.0,[],0.0,2.488973725530098e-05,0.0014470329670329
chb01,chb01_20.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb01\chb01_20.edf,256,17,681728,True,0.0,0.0,[],0.0,2.1670148715580667e-05,0.0016072283272283
chb01,chb01_21.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb01\chb01_21.edf,256,17,921600,True,0.0,0.0,[],0.0,2.661716262359645e-05,0.001884249084249
chb01,chb01_22.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb01\chb01_22.edf,256,17,921600,True,0.0,0.0,[],0.0,2.507983367848564e-05,0.0009777777777777
chb01,chb01_23.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb01\chb01_23.edf,256,17,921600,True,0.0,0.0,[],0.0,2.9588644414318435e-05,0.0017138949938949
chb01,chb01_24.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb01\chb01_24.edf,256,17,921600,True,0.0,0.0,[],0.0,2.224404098534e-05,0.0013864713064713
chb01,chb01_25.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb01\chb01_25.edf,256,17,921600,True,0.0,0.0,[],0.0,2.606431880800753e-05,0.0015837851037851
chb01,chb01_26.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb01\chb01_26.edf,256,17,595200,True,0.0,0.0,[],0.0,3.155496470989829e-05,0.0011106227106227
chb01,chb01_27.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb01\chb01_27.edf,256,17,153600,True,0.0,0.0,[],0.0,5.603232780291603e-05,0.0017877411477411
chb01,chb01_29.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb01\chb01_29.edf,256,17,921600,True,0.0,0.0,[],0.0,3.977562017684567e-05,0.0022800488400488
chb01,chb01_30.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb01\chb01_30.edf,256,17,921600,True,0.0,0.0,[],0.0,2.6918243020142525e-05,0.0012133821733821
chb01,chb01_31.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb01\chb01_31.edf,256,17,921600,True,0.0,0.0,[],0.0,2.77409127682412e-05,0.0017025641025641
chb01,chb01_32.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb01\chb01_32.edf,256,17,921600,True,0.0,0.0,[],0.0,3.524064053684152e-05,0.0017209279609279
chb01,chb01_33.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb01\chb01_33.edf,256,17,921600,True,0.0,0.0,[],0.0,2.7716392814248208e-05,0.0012055677655677
chb01,chb01_34.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb01\chb01_34.edf,256,17,921600,True,0.0,0.0,[],0.0,3.1380372904147415e-05,0.0021292307692307
chb01,chb01_36.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb01\chb01_36.edf,256,17,921600,True,0.0,0.0,[],0.0,3.595178860718076e-05,0.001105934065934
chb01,chb01_37.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb01\chb01_37.edf,256,17,921600,True,0.0,0.0,[],0.0,2.896717384603414e-05,0.0011879853479853
chb01,chb01_38.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb01\chb01_38.edf,256,17,921600,True,0.0,0.0,[],0.0,4.19413895472719e-05,0.0008726739926739
chb01,chb01_39.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb01\chb01_39.edf,256,17,921600,True,0.0,0.0,[],0.0,2.2622689599344013e-05,0.0013559951159951
chb01,chb01_40.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb01\chb01_40.edf,256,17,921600,True,0.0,0.0,[],0.0,2.3937647363076283e-05,0.0013942857142857
chb01,chb01_41.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb01\chb01_41.edf,256,17,921600,True,0.0,0.0,[],0.0,3.195671635463302e-05,0.001047326007326
chb01,chb01_42.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb01\chb01_42.edf,256,17,921600,True,0.0,0.0,[],0.0,3.777837491121805e-05,0.0024031257631257
chb01,chb01_43.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb01\chb01_43.edf,256,17,921600,True,0.0,0.0,[],0.0,2.3480734690599887e-05,0.0012379975579975
chb01,chb01_46.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb01\chb01_46.edf,256,17,921600,True,0.0,0.0,[],0.0,2.911070273907284e-05,0.0016662271062271
chb02,chb02_01.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_01.edf,256,17,921600,True,0.0,0.0,[],0.0,2.8583084918440312e-05,0.0012755067155067
chb02,chb02_02.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_02.edf,256,17,921600,True,0.0,0.0,[],0.0,2.0826189952476715e-05,0.0008042979242979
chb02,chb02_03.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_03.edf,256,17,921600,True,0.0,0.0,[],0.0,3.2829640502924814e-05,0.0012614407814407
chb02,chb02_04.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_04.edf,256,17,921600,True,0.0,0.0,[],0.0,2.389537258991916e-05,0.0013665445665445
chb02,chb02_05.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_05.edf,256,17,921600,True,0.0,0.0,[],0.0,2.5620357402220143e-05,0.0009105738705738
chb02,chb02_06.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_06.edf,256,17,921600,True,0.0,0.0,[],0.0,2.8052220695970696e-05,0.0013110622710622
chb02,chb02_07.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_07.edf,256,17,921600,True,0.0,0.0,[],0.0,2.6118339533106688e-05,0.0013360683760683
chb02,chb02_08.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_08.edf,256,17,921600,True,0.0,0.0,[],0.0,2.969211696074441e-05,0.0013341147741147
chb02,chb02_09.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_09.edf,256,17,921600,True,0.0,0.0,[],0.0,3.147737436855084e-05,0.0011875946275946
chb02,chb02_10.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_10.edf,256,17,921600,True,0.0,0.0,[],0.0,2.7263739954671327e-05,0.0013321611721611
chb02,chb02_11.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_11.edf,256,17,921600,True,0.0,0.0,[],0.0,2.3163020496660204e-05,0.00121768009768
chb02,chb02_12.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_12.edf,256,17,921600,True,0.0,0.0,[],0.0,1.7139512058384606e-05,0.0011121855921855
chb02,chb02_13.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_13.edf,256,17,921600,True,0.0,0.0,[],0.0,2.5623949455138176e-05,0.0014657875457875
chb02,chb02_14.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_14.edf,256,17,921600,True,0.0,0.0,[],0.0,1.8905378290917508e-05,0.001627155067155
chb02,chb02_15.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_15.edf,256,17,921600,True,0.0,0.0,[],0.0,3.2384899811064025e-05,0.0018072771672771
chb02,chb02_16.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_16.edf,256,17,245504,True,0.0,0.0,[],0.0,5.314024833216085e-05,0.0017412454212454
chb02,chb02_16+.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_16+.edf,256,17,921600,True,0.0,0.0,[],0.0,7.238243025130279e-05,0.0029927228327228
chb02,chb02_17.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_17.edf,256,17,921600,True,0.0,0.0,[],0.0,4.0659312528430176e-05,0.0018006349206349
chb02,chb02_18.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_18.edf,256,17,921600,True,0.0,0.0,[],0.0,2.7547591914258577e-05,0.0018045421245421
chb02,chb02_19.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_19.edf,256,17,921600,True,0.0,0.0,[],0.0,3.3302246333006145e-05,0.0018670573870573
chb02,chb02_20.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_20.edf,256,17,921600,True,0.0,0.0,[],0.0,3.73439302572881e-05,0.0020710134310134
chb02,chb02_21.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_21.edf,256,17,921600,True,0.0,0.0,[],0.0,3.145382079113697e-05,0.002065934065934
chb02,chb02_22.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_22.edf,256,17,921600,True,0.0,0.0,[],0.0,4.0803474691158514e-05,0.0020225641025641
chb02,chb02_23.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_23.edf,256,17,921600,True,0.0,0.0,[],0.0,3.4271206267407246e-05,0.0020608547008547
chb02,chb02_24.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_24.edf,256,17,921600,True,0.0,0.0,[],0.0,2.9737477829450862e-05,0.0021573626373626
chb02,chb02_25.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_25.edf,256,17,921600,True,0.0,0.0,[],0.0,2.648522498743087e-05,0.0022237851037851
chb02,chb02_26.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_26.edf,256,17,921600,True,0.0,0.0,[],0.0,3.5169135478265374e-05,0.0022358974358974
chb02,chb02_27.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_27.edf,256,17,921600,True,0.0,0.0,[],0.0,3.490989547172144e-05,0.0021249328449328
chb02,chb02_28.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_28.edf,256,17,921600,True,0.0,0.0,[],0.0,3.388364471857119e-05,0.0006230036630036
chb02,chb02_29.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_29.edf,256,17,921600,True,0.0,0.0,[],0.0,3.0391099758991918e-05,0.0009848107448107
chb02,chb02_30.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_30.edf,256,17,921600,True,0.0,0.0,[],0.0,2.170821931336637e-05,0.001340757020757
chb02,chb02_31.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_31.edf,256,17,921600,True,0.0,0.0,[],0.0,2.1800511019935035e-05,0.0013794383394383
chb02,chb02_32.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_32.edf,256,17,921600,True,0.0,0.0,[],0.0,2.613160505298985e-05,0.0015005616605616
chb02,chb02_33.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_33.edf,256,17,921600,True,0.0,0.0,[],0.0,2.092286222537448e-05,0.0015236141636141
chb02,chb02_34.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_34.edf,256,17,921600,True,0.0,0.0,[],0.0,2.2963537601650348e-05,0.0021229792429792
chb02,chb02_35.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb02\chb02_35.edf,256,17,921600,True,0.0,0.0,[],0.0,3.239492868016152e-05,0.0021077411477411
chb03,chb03_01.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_01.edf,256,17,921600,True,0.0,0.0,[],0.0,2.287736955537201e-05,0.0027868131868131
chb03,chb03_02.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_02.edf,256,17,921600,True,0.0,0.0,[],0.0,2.463087624294732e-05,0.0015439316239316
chb03,chb03_03.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_03.edf,256,17,921600,True,0.0,0.0,[],0.0,2.742329067310685e-05,0.0013708424908424
chb03,chb03_04.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_04.edf,256,17,921600,True,0.0,0.0,[],0.0,1.6815695152704955e-05,0.0008007814407814
chb03,chb03_05.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_05.edf,256,17,921600,True,0.0,0.0,[],0.0,1.5826743243593733e-05,0.0011348473748473
chb03,chb03_06.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_06.edf,256,17,921600,True,0.0,0.0,[],0.0,2.1114938660649447e-05,0.0008761904761904
chb03,chb03_07.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_07.edf,256,17,921600,True,0.0,0.0,[],0.0,1.2677581883893156e-05,0.0008609523809523
chb03,chb03_08.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_08.edf,256,17,921600,True,0.0,0.0,[],0.0,1.4255741049981244e-05,0.0005726007326007
chb03,chb03_09.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_09.edf,256,17,921600,True,0.0,0.0,[],0.0,1.0662244901521862e-05,0.0004143589743589
chb03,chb03_10.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_10.edf,256,17,921600,True,0.0,0.0,[],0.0,1.8292042294125623e-05,0.0011082783882783
chb03,chb03_11.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_11.edf,256,17,921600,True,0.0,0.0,[],0.0,1.174753602651887e-05,0.0010723321123321
chb03,chb03_12.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_12.edf,256,17,921600,True,0.0,0.0,[],0.0,8.440978781113586e-06,0.0003330891330891
chb03,chb03_13.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_13.edf,256,17,921600,True,0.0,0.0,[],0.0,1.0518686904961417e-05,0.0006874725274725
chb03,chb03_14.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_14.edf,256,17,921600,True,0.0,0.0,[],0.0,8.914431107200714e-06,0.0006655921855921
chb03,chb03_15.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_15.edf,256,17,921600,True,0.0,0.0,[],0.0,1.0398655876168127e-05,0.0006433211233211
chb03,chb03_16.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_16.edf,256,17,921600,True,0.0,0.0,[],0.0,1.772664136879823e-05,0.0010414652014652
chb03,chb03_17.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_17.edf,256,17,921600,True,0.0,0.0,[],0.0,2.6050687037635567e-05,0.0012462026862026
chb03,chb03_18.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_18.edf,256,17,921600,True,0.0,0.0,[],0.0,1.536219831593606e-05,0.0008843956043956
chb03,chb03_19.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_19.edf,256,17,921600,True,0.0,0.0,[],0.0,2.5142099728067863e-05,0.0015337728937728
chb03,chb03_20.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_20.edf,256,17,923136,True,0.0,0.0,[],0.0,2.966792068662725e-05,0.0017502319902319
chb03,chb03_21.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_21.edf,256,17,921600,True,0.0,0.0,[],0.0,3.199978996584389e-05,0.0012376068376068
chb03,chb03_22.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_22.edf,256,17,921600,True,0.0,0.0,[],0.0,2.3877833316374985e-05,0.0014982173382173
chb03,chb03_23.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_23.edf,256,17,921600,True,0.0,0.0,[],0.0,3.7053864832970224e-05,0.0027266422466422
chb03,chb03_24.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_24.edf,256,17,921600,True,0.0,0.0,[],0.0,2.9785159448394745e-05,0.0011282051282051
chb03,chb03_25.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_25.edf,256,17,921600,True,0.0,0.0,[],0.0,2.5857857925933905e-05,0.0015611233211233
chb03,chb03_26.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_26.edf,256,17,921600,True,0.0,0.0,[],0.0,2.833135294716177e-05,0.0011739194139194
chb03,chb03_27.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_27.edf,256,17,921600,True,0.0,0.0,[],0.0,3.818355426572338e-05,0.0014466422466422
chb03,chb03_28.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_28.edf,256,17,921600,True,0.0,0.0,[],0.0,3.5450138759207386e-05,0.00158105006105
chb03,chb03_29.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_29.edf,256,17,921600,True,0.0,0.0,[],0.0,2.2410506321474457e-05,0.0017689865689865
chb03,chb03_30.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_30.edf,256,17,921600,True,0.0,0.0,[],0.0,2.2749389175185745e-05,0.0019838827838827
chb03,chb03_31.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_31.edf,256,17,921600,True,0.0,0.0,[],0.0,2.091801936942868e-05,0.0019584859584859
chb03,chb03_32.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_32.edf,256,17,921600,True,0.0,0.0,[],0.0,2.5599911442497227e-05,0.0016197313797313
chb03,chb03_33.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_33.edf,256,17,921600,True,0.0,0.0,[],0.0,2.026903612228367e-05,0.0015306471306471
chb03,chb03_34.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_34.edf,256,17,921600,True,0.0,0.0,[],0.0,2.5079688110999385e-05,0.0017775824175824
chb03,chb03_35.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_35.edf,256,17,921600,True,0.0,0.0,[],0.0,2.771766818194514e-05,0.0019518437118437
chb03,chb03_36.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_36.edf,256,17,921600,True,0.0,0.0,[],0.0,2.6751801076555976e-05,0.0019604395604395
chb03,chb03_37.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_37.edf,256,17,921600,True,0.0,0.0,[],0.0,2.130225790458633e-05,0.0015865201465201
chb03,chb03_38.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb03\chb03_38.edf,256,17,921600,True,0.0,0.0,[],0.0,2.6552635951104087e-05,0.0010531868131868
chb04,chb04_01.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb04\chb04_01.edf,256,17,3685888,True,0.0,0.0,[],0.0,1.9738020134592778e-05,0.0017428083028083
chb04,chb04_02.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb04\chb04_02.edf,256,17,3686400,True,0.0,0.0,[],0.0,1.4817667608353884e-05,0.0013954578754578
chb04,chb04_03.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb04\chb04_03.edf,256,17,3686400,True,0.0,0.0,[],0.0,1.382054789063061e-05,0.0011934554334554
chb04,chb04_04.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb04\chb04_04.edf,256,17,3686400,True,0.0,0.0,[],0.0,1.7687055815916107e-05,0.0014044444444444
chb04,chb04_05.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb04\chb04_05.edf,256,17,2441216,True,0.0,0.0,[],0.0,0.000161992317716,0.0027231257631257
chb04,chb04_06.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb04\chb04_06.edf,256,17,3686400,True,0.0,0.0,[],0.0,1.935883904754922e-05,0.0015411965811965
chb04,chb04_07.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb04\chb04_07.edf,256,17,1918976,True,0.0,0.0,[],0.0,1.86648079363508e-05,0.0011317216117216
chb04,chb04_08.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb04\chb04_08.edf,256,17,3686400,True,0.0,0.0,[],0.0,2.0905218651741323e-05,0.0017408547008547
chb04,chb04_09.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb04\chb04_09.edf,256,17,3686400,True,0.0,0.0,[],0.0,1.7401617352781568e-05,0.0017978998778998
chb04,chb04_10.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb04\chb04_10.edf,256,17,3686400,True,0.0,0.0,[],0.0,1.5826575848466168e-05,0.0020233455433455
chb04,chb04_11.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb04\chb04_11.edf,256,17,1236992,True,0.0,0.0,[],0.0,1.9055528004842624e-05,0.0017482783882783
chb04,chb04_12.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb04\chb04_12.edf,256,17,3691520,True,0.0,0.0,[],0.0,2.3668793338844126e-05,0.0017010012210012
chb04,chb04_13.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb04\chb04_13.edf,256,17,3685888,True,0.0,0.0,[],0.0,3.164716804049881e-05,0.0019690354090354
chb04,chb04_14.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb04\chb04_14.edf,256,17,3691008,True,0.0,0.0,[],0.0,6.423933570088193e-05,0.0026047374847374
chb04,chb04_15.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb04\chb04_15.edf,256,17,3686400,True,0.0,0.0,[],0.0,2.905260979658958e-05,0.0024926007326007
chb04,chb04_16.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb04\chb04_16.edf,256,17,3686400,True,0.0,0.0,[],0.0,3.849709554583941e-05,0.0027512576312576
