patient,edf_file,edf_path,sampling_rate,n_channels,n_samples,is_good,nan_ratio,flat_ratio,flat_channels,clipped_ratio,mean_amplitude,max_amplitude
chb15,chb15_11.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb15\chb15_11.edf,256,17,921600,True,0.0,0.0,[],0.0,1.1486634637829485e-05,0.0004996336996336
chb15,chb15_12.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb15\chb15_12.edf,256,17,921600,True,0.0,0.0,[],0.0,1.1020710322946836e-05,0.0005953601953601
chb15,chb15_13.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb15\chb15_13.edf,256,17,921600,True,0.0,0.0,[],0.0,1.4990383368447087e-05,0.0021279609279609
chb15,chb15_14.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb15\chb15_14.edf,256,17,921600,True,0.0,0.0,[],0.0,1.1993784764618097e-05,0.0008190476190476
chb15,chb15_15.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb15\chb15_15.edf,256,17,921600,True,0.0,0.0,[],0.0,1.783972307762136e-05,0.0025001221001221
chb15,chb15_16.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb15\chb15_16.edf,256,17,921600,True,0.0,0.0,[],0.0,1.2391816448801738e-05,0.0009684981684981
chb15,chb15_17.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb15\chb15_17.edf,256,17,921600,True,0.0,0.0,[],0.0,9.318725335575818e-06,0.0008825396825396
chb15,chb15_19.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb15\chb15_19.edf,256,17,921600,True,0.0,0.0,[],0.0,1.6260939258181902e-05,0.0020263736263736
chb15,chb15_20.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb15\chb15_20.edf,256,17,921600,True,0.0,0.0,[],0.0,1.5339680370011246e-05,0.0025040293040293
chb15,chb15_22.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb15\chb15_22.edf,256,17,921600,True,0.0,0.0,[],0.0,1.6519133944532226e-05,0.0013015873015873
chb15,chb15_26.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb15\chb15_26.edf,256,17,921600,True,0.0,0.0,[],0.0,1.6003784517724464e-05,0.00161221001221
chb15,chb15_28.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb15\chb15_28.edf,256,17,921600,True,0.0,0.0,[],0.0,1.1783149958701424e-05,0.0007184371184371
chb15,chb15_29.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb15\chb15_29.edf,256,17,921600,True,0.0,0.0,[],0.0,1.4428153081032976e-05,0.0005338217338217
chb15,chb15_30.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb15\chb15_30.edf,256,17,921600,True,0.0,0.0,[],0.0,1.3674662092401058e-05,0.000659829059829
chb15,chb15_31.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb15\chb15_31.edf,256,17,921600,True,0.0,0.0,[],0.0,9.801208232580775e-06,0.0008034188034188
chb15,chb15_32.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb15\chb15_32.edf,256,17,921600,True,0.0,0.0,[],0.0,1.128410592335224e-05,0.0007321123321123
chb15,chb15_33.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb15\chb15_33.edf,256,17,921600,True,0.0,0.0,[],0.0,1.2413197873522622e-05,0.0004908424908424
chb15,chb15_35.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb15\chb15_35.edf,256,17,921600,True,0.0,0.0,[],0.0,1.1044421775120295e-05,0.0009763125763125
chb15,chb15_37.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb15\chb15_37.edf,256,17,921600,True,0.0,0.0,[],0.0,1.0209207187148358e-05,0.000870818070818
chb15,chb15_40.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb15\chb15_40.edf,256,17,921600,True,0.0,0.0,[],0.0,1.5250515296930734e-05,0.0023623931623931
chb15,chb15_45.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb15\chb15_45.edf,256,17,921600,True,0.0,0.0,[],0.0,1.8172186921420984e-05,0.0022520146520146
chb15,chb15_46.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb15\chb15_46.edf,256,17,921600,True,0.0,0.0,[],0.0,1.9971998958059e-05,0.0026886446886446
chb15,chb15_49.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb15\chb15_49.edf,256,17,928000,True,0.0,0.0,[],0.0,2.0828111076437644e-05,0.0019150183150183
chb15,chb15_50.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb15\chb15_50.edf,256,17,921600,True,0.0,0.0,[],0.0,1.43110582908377e-05,0.0015956043956043
chb15,chb15_51.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb15\chb15_51.edf,256,17,921600,True,0.0,0.0,[],0.0,1.1144055262774622e-05,0.0016864468864468
chb15,chb15_52.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb15\chb15_52.edf,256,17,923904,True,0.0,0.0,[],0.0,1.3678526237814287e-05,0.0006715506715506
chb15,chb15_54.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb15\chb15_54.edf,256,17,921600,True,0.0,0.0,[],0.0,1.3603113440889173e-05,0.0006275946275946
chb15,chb15_61.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb15\chb15_61.edf,256,17,921600,True,0.0,0.0,[],0.0,1.3591863321183169e-05,0.0016942612942612
chb15,chb15_62.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb15\chb15_62.edf,256,17,921600,True,0.0,0.0,[],0.0,1.2777759821877464e-05,0.0013416361416361
chb15,chb15_63.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb15\chb15_63.edf,256,17,921600,True,0.0,0.0,[],0.0,1.1775771392958888e-05,0.0009108669108669
chb18,chb18_01.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_01.edf,256,17,924416,True,0.0,0.0,[],0.0,1.9596329084005624e-05,0.0011055433455433
chb18,chb18_02.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_02.edf,256,17,921600,True,0.0,0.0,[],0.0,1.6121384504656566e-05,0.0009555067155067
chb18,chb18_03.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_03.edf,256,17,921600,True,0.0,0.0,[],0.0,1.6153630084512434e-05,0.0010051282051282
chb18,chb18_04.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_04.edf,256,17,921600,True,0.0,0.0,[],0.0,1.5958532693704264e-05,0.0009234676434676
chb18,chb18_05.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_05.edf,256,17,921600,True,0.0,0.0,[],0.0,1.7281467515781242e-05,0.0009879365079365
chb18,chb18_06.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_06.edf,256,17,921600,True,0.0,0.0,[],0.0,1.408149242959292e-05,0.0010152869352869
chb18,chb18_07.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_07.edf,256,17,921600,True,0.0,0.0,[],0.0,1.4645072950832755e-05,0.0009039316239316
chb18,chb18_08.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_08.edf,256,17,921600,True,0.0,0.0,[],0.0,1.3691269965963592e-05,0.0007546764346764
chb18,chb18_09.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_09.edf,256,17,921600,True,0.0,0.0,[],0.0,1.6379098534000495e-05,0.0005475946275946
chb18,chb18_10.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_10.edf,256,17,921600,True,0.0,0.0,[],0.0,9.887808417526555e-06,0.0003549694749694
chb18,chb18_11.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_11.edf,256,17,921600,True,0.0,0.0,[],0.0,1.3786378778719464e-05,0.0006347252747252
chb18,chb18_12.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_12.edf,256,17,921600,True,0.0,0.0,[],0.0,1.393944242939341e-05,0.0009832478632478
chb18,chb18_13.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_13.edf,256,17,921600,True,0.0,0.0,[],0.0,1.015801404251159e-05,0.0007316239316239
chb18,chb18_14.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_14.edf,256,17,921600,True,0.0,0.0,[],0.0,1.0921728734228734e-05,0.0007249816849816
chb18,chb18_15.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_15.edf,256,17,921600,True,0.0,0.0,[],0.0,1.3425722500538676e-05,0.0010090354090354
chb18,chb18_16.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_16.edf,256,17,921600,True,0.0,0.0,[],0.0,1.544773009987471e-05,0.0010789743589743
chb18,chb18_17.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_17.edf,256,17,921600,True,0.0,0.0,[],0.0,1.42378983965381e-05,0.0009222954822954
chb18,chb18_18.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_18.edf,256,17,921600,True,0.0,0.0,[],0.0,1.6394303740014524e-05,0.0009230769230769
chb18,chb18_19.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_19.edf,256,17,921600,True,0.0,0.0,[],0.0,1.8672999313685587e-05,0.0009637118437118
chb18,chb18_20.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_20.edf,256,17,921600,True,0.0,0.0,[],0.0,1.9808728861915132e-05,0.0011915018315018
chb18,chb18_21.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_21.edf,256,17,921600,True,0.0,0.0,[],0.0,2.6647221798263465e-05,0.0013528693528693
chb18,chb18_22.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_22.edf,256,17,921600,True,0.0,0.0,[],0.0,1.9384191725123092e-05,0.0009555067155067
chb18,chb18_23.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_23.edf,256,17,921600,True,0.0,0.0,[],0.0,1.8434503858523463e-05,0.0008871306471306
chb18,chb18_24.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_24.edf,256,17,921600,True,0.0,0.0,[],0.0,1.7051956918807407e-05,0.0007472527472527
chb18,chb18_25.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_25.edf,256,17,921600,True,0.0,0.0,[],0.0,1.514429600900189e-05,0.0006827838827838
chb18,chb18_26.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_26.edf,256,17,921600,True,0.0,0.0,[],0.0,1.8761767349389897e-05,0.0013356776556776
chb18,chb18_27.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_27.edf,256,17,921600,True,0.0,0.0,[],0.0,1.1247546800059054e-05,0.0010145054945054
chb18,chb18_28.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_28.edf,256,17,921600,True,0.0,0.0,[],0.0,1.220805052790347e-05,0.000737094017094
chb18,chb18_29.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_29.edf,256,17,921600,True,0.0,0.0,[],0.0,1.0933660255412708e-05,0.0010281807081807
chb18,chb18_30.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_30.edf,256,17,921600,True,0.0,0.0,[],0.0,1.238568443403002e-05,0.0010043467643467
chb18,chb18_31.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_31.edf,256,17,582144,True,0.0,0.0,[],0.0,1.930853873019789e-05,0.0011821245421245
chb18,chb18_32.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_32.edf,256,17,921600,True,0.0,0.0,[],0.0,5.8235654058632e-05,0.0025789499389499
chb18,chb18_33.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_33.edf,256,17,921600,True,0.0,0.0,[],0.0,1.1134625684319312e-05,0.0008140659340659
chb18,chb18_34.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_34.edf,256,17,921600,True,0.0,0.0,[],0.0,1.700388473409307e-05,0.0009652747252747
chb18,chb18_35.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_35.edf,256,17,921600,True,0.0,0.0,[],0.0,2.040953682755153e-05,0.0021663492063492
chb18,chb18_36.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb18\chb18_36.edf,256,17,921600,True,0.0,0.0,[],0.0,1.660319707298874e-05,0.001330989010989
chb19,chb19_01.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb19\chb19_01.edf,256,17,921600,True,0.0,0.0,[],0.0,1.8906846983807768e-05,0.0011360195360195
chb19,chb19_02.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb19\chb19_02.edf,256,17,921600,True,0.0,0.0,[],0.0,2.0748037544789995e-05,0.0008468864468864
chb19,chb19_03.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb19\chb19_03.edf,256,17,921600,True,0.0,0.0,[],0.0,1.884291108537432e-05,0.0011637606837606
chb19,chb19_04.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb19\chb19_04.edf,256,17,921600,True,0.0,0.0,[],0.0,1.46617703171012e-05,0.0005784615384615
chb19,chb19_05.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb19\chb19_05.edf,256,17,921600,True,0.0,0.0,[],0.0,1.9392146114143666e-05,0.0010359951159951
chb19,chb19_06.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb19\chb19_06.edf,256,17,921600,True,0.0,0.0,[],0.0,1.336053420299744e-05,0.0006945054945054
chb19,chb19_07.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb19\chb19_07.edf,256,17,921600,True,0.0,0.0,[],0.0,1.9416277198201213e-05,0.0005311843711843
chb19,chb19_08.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb19\chb19_08.edf,256,17,921600,True,0.0,0.0,[],0.0,1.220995814280128e-05,0.0006058119658119
chb19,chb19_09.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb19\chb19_09.edf,256,17,921600,True,0.0,0.0,[],0.0,1.826243139349757e-05,0.0004940659340659
chb19,chb19_10.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb19\chb19_10.edf,256,17,921600,True,0.0,0.0,[],0.0,1.1826957492398668e-05,0.0010152869352869
chb19,chb19_11.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb19\chb19_11.edf,256,17,921600,True,0.0,0.0,[],0.0,1.1214960756382323e-05,0.0006339438339438
chb19,chb19_12.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb19\chb19_12.edf,256,17,921600,True,0.0,0.0,[],0.0,1.0353668091168092e-05,0.0012688644688644
chb19,chb19_13.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb19\chb19_13.edf,256,17,921600,True,0.0,0.0,[],0.0,1.1200618805214392e-05,0.0019330891330891
chb19,chb19_14.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb19\chb19_14.edf,256,17,921600,True,0.0,0.0,[],0.0,1.0356332821590177e-05,0.0012731623931623
chb19,chb19_15.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb19\chb19_15.edf,256,17,921600,True,0.0,0.0,[],0.0,1.4710900852506246e-05,0.0011653235653235
chb19,chb19_16.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb19\chb19_16.edf,256,17,921600,True,0.0,0.0,[],0.0,1.3116152155306568e-05,0.0009086202686202
chb19,chb19_17.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb19\chb19_17.edf,256,17,921600,True,0.0,0.0,[],0.0,1.687103339198928e-05,0.0013376312576312
chb19,chb19_18.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb19\chb19_18.edf,256,17,921600,True,0.0,0.0,[],0.0,1.884649204054841e-05,0.0015775335775335
chb19,chb19_19.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb19\chb19_19.edf,256,17,921600,True,0.0,0.0,[],0.0,1.7717198934417072e-05,0.0011997069597069
chb19,chb19_20.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb19\chb19_20.edf,256,17,921600,True,0.0,0.0,[],0.0,1.7195063075087586e-05,0.0015044688644688
chb19,chb19_21.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb19\chb19_21.edf,256,17,921600,True,0.0,0.0,[],0.0,1.4711887429473214e-05,0.0014278876678876
chb19,chb19_22.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb19\chb19_22.edf,256,17,921600,True,0.0,0.0,[],0.0,1.5057768096554862e-05,0.0016478632478632
chb19,chb19_23.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb19\chb19_23.edf,256,17,921600,True,0.0,0.0,[],0.0,1.1826112068759127e-05,0.0015876923076923
chb19,chb19_24.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb19\chb19_24.edf,256,17,921600,True,0.0,0.0,[],0.0,1.5299708964782494e-05,0.0016787301587301
chb19,chb19_25.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb19\chb19_25.edf,256,17,921600,True,0.0,0.0,[],0.0,1.2272981382724032e-05,0.0015310378510378
chb19,chb19_26.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb19\chb19_26.edf,256,17,921600,True,0.0,0.0,[],0.0,1.4769449083052025e-05,0.0015814407814407
chb19,chb19_27.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb19\chb19_27.edf,256,17,921600,True,0.0,0.0,[],0.0,2.2174024720286973e-05,0.0011586813186813
chb19,chb19_28.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb19\chb19_28.edf,256,17,924672,True,0.0,0.0,[],0.0,3.211539816184872e-05,0.002494945054945
chb19,chb19_29.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb19\chb19_29.edf,256,17,921600,True,0.0,0.0,[],0.0,2.7252410779126462e-05,0.0023914041514041
chb19,chb19_30.edf,C:\Users\_\Desktop\IT\epilepsy\files\chbmit\1.0.0\chb19\chb19_30.edf,256,17,853504,True,0.0,0.0,[],0.0,2.2663520813398196e-05,0.001377094017094
